time,kafka cpu,kafka memory,kibana cpu,kibana memory,elasticsearch cpu,elasticsearch memory,zookeeper cpu,zookeeper memory,jobmanager cpu,jobmanager memory,taskmanager cpu,taskmanager memory
2023-11-04 09:51:21.206896,12.40%,392.4MiB,3.86%,523.4MiB,4.74%,1.011GiB,0.12%,38.51MiB,6.44%,508.8MiB,15.87%,744.6MiB
2023-11-04 09:51:23.366984,13.62%,392.4MiB,5.64%,523.8MiB,2.68%,1.011GiB,0.18%,38.51MiB,1.91%,508.8MiB,66.50%,757.9MiB
2023-11-04 09:51:25.435120,9.09%,392.4MiB,1.28%,524.1MiB,1.70%,1.011GiB,0.13%,38.52MiB,1.72%,508.8MiB,18.96%,756.6MiB
2023-11-04 09:51:27.604283,8.44%,392.7MiB,1.99%,524.2MiB,3.13%,1.011GiB,0.12%,38.52MiB,2.66%,508.8MiB,26.17%,755.9MiB
2023-11-04 09:51:29.718846,14.14%,392.4MiB,3.37%,524MiB,6.39%,1.011GiB,0.18%,38.52MiB,1.49%,508.8MiB,57.07%,759.3MiB
2023-11-04 09:51:31.887196,8.09%,392.5MiB,0.00%,524MiB,4.10%,1.011GiB,0.13%,38.52MiB,4.36%,508.9MiB,36.53%,776.1MiB
2023-11-04 09:51:34.061394,25.92%,392.6MiB,0.00%,524.2MiB,3.76%,1.011GiB,0.12%,38.52MiB,1.55%,508.9MiB,54.16%,771.7MiB
2023-11-04 09:51:36.248489,6.96%,392.6MiB,4.34%,524.4MiB,13.93%,1.011GiB,0.30%,38.52MiB,4.10%,508.9MiB,98.00%,768.1MiB
2023-11-04 09:51:38.421392,25.98%,392.6MiB,7.01%,523.7MiB,2.87%,1.011GiB,0.14%,38.52MiB,2.81%,508.9MiB,100.62%,761.1MiB
2023-11-04 09:51:40.586610,76.95%,398.6MiB,0.91%,524.1MiB,1.25%,1.011GiB,0.13%,38.52MiB,3.74%,508.9MiB,59.29%,761.2MiB
2023-11-04 09:51:42.850923,13.72%,403.9MiB,2.34%,524.3MiB,2.70%,1.011GiB,0.22%,38.52MiB,3.70%,508.9MiB,32.41%,774MiB
2023-11-04 09:51:44.888142,4.49%,396.8MiB,1.57%,523.9MiB,2.02%,1.011GiB,0.12%,38.52MiB,1.59%,508.9MiB,53.49%,774MiB
2023-11-04 09:51:46.956935,6.88%,396.6MiB,0.92%,523.8MiB,0.57%,1.011GiB,0.12%,38.52MiB,1.30%,507.5MiB,16.84%,765.7MiB
2023-11-04 09:51:49.020155,14.29%,396.6MiB,0.00%,524.1MiB,1.73%,1.011GiB,0.15%,38.52MiB,8.82%,506.8MiB,78.03%,757.4MiB
2023-11-04 09:51:51.153857,10.65%,396.6MiB,1.04%,523.8MiB,1.95%,1.011GiB,0.12%,38.52MiB,2.92%,506.5MiB,41.10%,757.6MiB
2023-11-04 09:51:53.370387,17.60%,396.7MiB,0.00%,523.8MiB,28.91%,1.011GiB,0.14%,38.52MiB,1.54%,506.5MiB,65.62%,757.8MiB
2023-11-04 09:51:55.381531,39.38%,396.9MiB,1.14%,524.1MiB,1.48%,1.011GiB,0.12%,38.53MiB,1.31%,506.6MiB,83.44%,752.7MiB
2023-11-04 09:51:57.544712,13.43%,397.2MiB,0.49%,524.3MiB,1.70%,1.011GiB,0.17%,38.53MiB,3.85%,506.6MiB,45.18%,752.6MiB
2023-11-04 09:51:59.743393,13.41%,396.7MiB,2.76%,524.2MiB,3.08%,1.011GiB,0.19%,38.53MiB,6.54%,506.6MiB,49.86%,752.6MiB
2023-11-04 09:52:01.823745,5.99%,397MiB,0.00%,524.2MiB,0.62%,1.011GiB,0.11%,38.53MiB,1.43%,507.3MiB,124.73%,753.5MiB
2023-11-04 09:52:03.969383,33.62%,396.8MiB,0.32%,524.4MiB,2.11%,1.011GiB,0.12%,38.53MiB,3.60%,507.3MiB,139.89%,754.6MiB
2023-11-04 09:52:06.063356,76.86%,398.5MiB,1.87%,524.6MiB,3.55%,1.011GiB,1.00%,38.53MiB,2.34%,507.3MiB,45.57%,750.9MiB
2023-11-04 09:52:08.218378,10.07%,398.5MiB,0.85%,524MiB,1.56%,1.011GiB,0.13%,37.8MiB,2.33%,507.3MiB,68.52%,753.5MiB
2023-11-04 09:52:10.307796,8.43%,398.5MiB,4.66%,524.5MiB,6.10%,1.011GiB,0.13%,37.8MiB,2.00%,509.3MiB,96.68%,753.5MiB
2023-11-04 09:52:12.501578,24.38%,398.5MiB,0.68%,524.7MiB,1.95%,1.011GiB,0.24%,37.81MiB,3.05%,509.4MiB,82.17%,758.1MiB
2023-11-04 09:52:14.559714,7.92%,398.5MiB,0.73%,525.1MiB,5.36%,1.011GiB,0.18%,37.81MiB,2.21%,506.1MiB,77.82%,768.9MiB
2023-11-04 09:52:16.678269,5.37%,398.5MiB,0.00%,524.2MiB,1.12%,1.011GiB,0.13%,37.81MiB,1.46%,506.1MiB,36.42%,768.9MiB
2023-11-04 09:52:18.737342,26.28%,399MiB,0.40%,524.6MiB,2.10%,1.011GiB,0.25%,37.81MiB,4.07%,506.2MiB,58.92%,768.9MiB
2023-11-04 09:52:20.888523,7.06%,398.8MiB,0.52%,524.4MiB,3.02%,1.011GiB,0.13%,37.81MiB,3.08%,506.2MiB,53.77%,766.7MiB
2023-11-04 09:52:22.955235,13.79%,398.6MiB,0.33%,524.4MiB,1.18%,1.011GiB,0.13%,37.81MiB,1.55%,506.2MiB,92.27%,767.5MiB
2023-11-04 09:52:25.079364,5.61%,393.2MiB,2.08%,524.8MiB,5.26%,1.011GiB,0.15%,37.81MiB,1.68%,506.2MiB,55.01%,766.9MiB
2023-11-04 09:52:27.281834,7.72%,393.2MiB,0.93%,524.9MiB,2.88%,1.011GiB,0.16%,37.81MiB,9.69%,506.7MiB,25.96%,766.6MiB
2023-11-04 09:52:29.377199,9.67%,393.2MiB,0.00%,524.9MiB,2.17%,1.011GiB,0.13%,37.81MiB,1.15%,506.7MiB,16.96%,766.6MiB
2023-11-04 09:52:31.485390,7.20%,393.2MiB,0.00%,524.8MiB,2.91%,1.011GiB,0.11%,37.82MiB,1.81%,511.2MiB,13.32%,766.6MiB
2023-11-04 09:52:33.664774,71.97%,396.5MiB,0.36%,524.9MiB,4.75%,1.011GiB,0.14%,37.82MiB,5.24%,511.3MiB,16.11%,766.6MiB
2023-11-04 09:52:35.892835,51.51%,396.2MiB,1.12%,525.2MiB,2.98%,1.011GiB,0.20%,37.82MiB,1.26%,511.3MiB,13.59%,766.9MiB
2023-11-04 09:52:37.997800,5.85%,396.2MiB,0.36%,524.4MiB,1.00%,1.011GiB,0.11%,37.82MiB,3.45%,511.3MiB,40.77%,766.8MiB
