time,kafka cpu,kafka memory,kibana cpu,kibana memory,elasticsearch cpu,elasticsearch memory,zookeeper cpu,zookeeper memory,jobmanager cpu,jobmanager memory,taskmanager cpu,taskmanager memory
2023-11-02 10:33:33.056846,5.50%,365.4MiB,0.55%,520MiB,3.58%,1.004GiB,0.29%,36MiB,1.35%,554.5MiB,12.29%,631.9MiB
2023-11-02 10:33:35.261980,27.69%,365.4MiB,0.31%,520.3MiB,0.58%,1.004GiB,0.14%,36MiB,4.89%,554.6MiB,42.88%,632.5MiB
2023-11-02 10:33:37.471924,12.43%,365.4MiB,0.34%,520.4MiB,5.74%,1.004GiB,0.13%,36MiB,2.63%,554.8MiB,51.88%,638.6MiB
2023-11-02 10:33:39.591671,7.51%,365.4MiB,3.53%,520.7MiB,1.25%,1.004GiB,0.19%,36MiB,2.08%,554.6MiB,47.98%,645MiB
2023-11-02 10:33:41.786999,11.87%,365.4MiB,1.45%,520.4MiB,4.34%,1.004GiB,0.13%,36MiB,1.64%,554.6MiB,12.36%,645MiB
2023-11-02 10:33:43.898859,4.22%,365.4MiB,0.97%,520.6MiB,1.66%,1.004GiB,0.19%,36.01MiB,6.14%,554.6MiB,6.08%,645MiB
2023-11-02 10:33:46.146572,13.63%,366.9MiB,0.56%,520.8MiB,1.49%,1.004GiB,0.12%,36.01MiB,1.62%,554.7MiB,15.68%,645MiB
2023-11-02 10:33:48.283819,33.42%,366.8MiB,0.52%,520.9MiB,2.51%,1.004GiB,0.17%,36.01MiB,1.20%,554.7MiB,16.64%,645MiB
2023-11-02 10:33:50.560232,14.56%,367.1MiB,0.58%,520.4MiB,3.09%,1.004GiB,0.19%,36.01MiB,5.55%,554.7MiB,8.57%,645.1MiB
2023-11-02 10:33:52.864556,4.55%,366.8MiB,0.00%,520.7MiB,7.75%,1.004GiB,0.11%,36.01MiB,2.28%,554.7MiB,6.25%,645MiB
2023-11-02 10:33:55.037171,5.83%,366.8MiB,0.31%,521MiB,0.78%,1.004GiB,0.12%,36.01MiB,3.24%,554.7MiB,10.64%,645.1MiB
2023-11-02 10:33:57.206435,6.58%,367.1MiB,0.48%,520.3MiB,2.78%,1.004GiB,0.12%,36.02MiB,1.23%,554.8MiB,25.54%,645.8MiB
2023-11-02 10:33:59.388692,9.43%,367.1MiB,1.67%,520.5MiB,3.11%,1.004GiB,0.13%,36.02MiB,4.81%,554.8MiB,24.70%,645.6MiB
2023-11-02 10:34:01.657722,7.33%,366.8MiB,6.67%,520.5MiB,10.83%,1.004GiB,0.12%,36.02MiB,4.77%,554.8MiB,16.30%,646.7MiB
2023-11-02 10:34:03.773599,31.07%,367.1MiB,3.05%,520.5MiB,5.26%,1.004GiB,0.13%,36.02MiB,1.52%,554.8MiB,27.15%,646.4MiB
2023-11-02 10:34:05.869590,9.60%,366.9MiB,0.52%,520.6MiB,3.51%,1.004GiB,0.10%,36.02MiB,1.58%,554.8MiB,14.49%,646.4MiB
2023-11-02 10:34:08.097251,3.53%,366.9MiB,0.00%,520.8MiB,1.29%,1.004GiB,0.25%,36.02MiB,6.61%,554.8MiB,14.10%,646.4MiB
2023-11-02 10:34:10.316833,3.88%,366.9MiB,0.34%,521MiB,1.49%,1.004GiB,0.10%,36.02MiB,1.12%,554.8MiB,11.43%,646.5MiB
2023-11-02 10:34:12.471856,7.86%,366.9MiB,1.37%,520.7MiB,1.82%,1.004GiB,0.14%,36.02MiB,1.60%,554.8MiB,7.11%,647MiB
